id,area,memory,resoloution,eccentricity,convex,cores,extent,perimeter,price,cores,class
2616,5902,146.657146,52.78892345,0.9329724272,6078,86.68713741,0.5260249554,331.643,0.6743221089,2.778180277,1
2617,5238,137.0423133,49.32577286,0.9329789367,5350,81.66534599,0.5058425881,307.473,0.6962438749,2.778310514,1
2618,4552,128.795594,46.35479895,0.9329870963,4732,76.13006244,0.6376243171,290.134,0.6795397504,2.778473791,1
2619,5806,145.4488727,52.34572606,0.9329943935,6006,85.97923468,0.5658869396,332.097,0.6615413432,2.778619834,1
2620,6720,155.7496105,56.04872506,0.9330046534,6909,92.49956616,0.5708945714,354.022,0.6737808053,2.778825216,1
2621,6622,154.8532442,55.72566249,0.9330058797,6811,91.82261304,0.4879162983,353.019,0.667733061,2.778849767,1
2622,6814,156.620789,56.36002386,0.933010089,6982,93.14426583,0.6896761134,357.155,0.6712719878,2.778934043,1
2623,6358,151.020307,54.3440415,0.9330117432,6518,89.97364628,0.5004329004,347.277,0.6624885023,2.778967167,1
2624,4893,132.5190375,47.68519002,0.933015367,5037,78.93010257,0.6019931102,300.753,0.6797749296,2.779039729,1
2625,4986,133.8476537,48.16172793,0.9330198236,5083,79.67667394,0.5047069541,302.669,0.6839529931,2.779128977,1
2626,5314,138.5291809,49.84378819,0.9330267,5448,82.25566814,0.7683632157,311.338,0.6889173965,2.779266703,1
2627,5400,138.9736706,50.00207658,0.9330312568,5526,82.91859587,0.7785467128,317.234,0.6742860414,2.77935798,1
2628,5887,146.1733699,52.59032531,0.9330369798,6063,86.57690916,0.4922240803,331.805,0.6719516853,2.779472633,1
2629,6100,148.0560432,53.26738879,0.9330377236,6218,88.12923024,0.5648148148,333.165,0.6905910676,2.779487536,1
2630,5353,138.8997605,49.97163514,0.9330419419,5512,82.55695781,0.5222439024,313.871,0.6828176291,2.779572053,1
2631,6444,152.623685,54.90530513,0.9330514244,6616,90.58010613,0.4831309042,354.489,0.6444064358,2.779762075,1
2632,6503,153.5909554,55.25234561,0.9330537547,6694,90.99382814,0.5124507486,348.044,0.6746139469,2.779808779,1
2633,5678,142.7045487,51.3352019,0.9330561881,5822,85.02619676,0.6973716532,322.983,0.6839839705,2.779857553,1
2634,7256,161.2494998,58.00588508,0.933057394,7430,96.11777222,0.6199589884,365.98,0.6807574965,2.779881724,1
2635,6058,147.9025161,53.20409357,0.9330587338,6197,87.82531049,0.5399286988,332.611,0.6881227513,2.779908579,1
2636,5914,146.053859,52.53802525,0.9330615367,6094,86.7752192,0.6797701149,340.211,0.6420878932,2.779964764,1
2637,6885,157.9001784,56.79879714,0.9330628749,7051,93.62827706,0.4883671443,359.022,0.6712305041,2.77999159,1
2638,5722,142.8929278,51.40030999,0.9330633585,5841,85.35500381,0.6188622107,319.816,0.7030032668,2.780001285,1
2639,5794,144.9527788,52.1408372,0.9330644916,5944,85.89033661,0.816056338,327.639,0.6782615085,2.780024,1
2640,5809,144.9480807,52.13764414,0.9330684893,6023,86.00144484,0.6149042024,335.132,0.6499492454,2.780104147,1
2641,6623,154.4404765,55.55091368,0.9330713184,6797,91.82954592,0.6302816901,353.293,0.6667984074,2.78016087,1
2642,7057,159.1059306,57.22543099,0.9330800561,7268,94.79056634,0.4917427357,364.827,0.6662788654,2.780336083,1
2643,6285,150.3946911,54.09151654,0.9330819882,6392,89.45563447,0.50898931,337.056,0.6952020131,2.78037483,1
2644,6182,149.7824953,53.86934049,0.9330871129,6359,88.71959685,0.5145235123,340.824,0.6687726847,2.780477613,1
2645,6402,151.3601594,54.43422002,0.9330935505,6578,90.28443701,0.7438131753,345.312,0.6746867669,2.780606746,1
2646,5452,139.9501514,50.32819212,0.9331007218,5549,83.31687703,0.8290754258,312.612,0.7010587615,2.780750619,1
2647,5594,142.4889663,51.24097978,0.933101286,5778,84.39491699,0.7779168405,321.386,0.6805788009,2.780761939,1
2648,6053,146.9996265,52.86079356,0.9331072669,6198,87.78905948,0.5196600275,330.521,0.696277597,2.780881947,1
2649,6165,149.1524802,53.63493691,0.9331073155,6342,88.59752702,0.4932,339.494,0.6721694013,2.780882924,1
2650,5399,139.4644277,50.15039067,0.9331093651,5562,82.91091787,0.4851725377,336.923,0.5976705731,2.780924054,1
2651,4880,132.6130971,47.68640181,0.9331102379,5064,78.82517985,0.530204259,305.543,0.6568784421,2.780941569,1
2652,6058,147.4642717,53.0259105,0.9331124114,6257,87.82531049,0.4880760554,340.512,0.6565598028,2.780985188,1
2653,5536,141.9172248,51.02962835,0.9331168874,5687,83.95626314,0.718961039,321.188,0.6743530456,2.781075022,1
2654,6678,155.2894923,55.83681228,0.9331196787,6848,92.21005195,0.8181818182,350.811,0.6818830162,2.781131049,1
2655,5860,145.7069405,52.39091193,0.9331205808,6020,86.37814383,0.505521049,327.461,0.686733625,2.781149157,1
2656,6501,153.1871451,55.07985806,0.9331222489,6676,90.97983447,0.6017215846,348.042,0.67441422,2.781182641,1
2657,5775,144.3122075,51.88833149,0.9331234784,5928,85.74939283,0.4961340206,327.413,0.6769709212,2.781207322,1
2658,5951,146.4329222,52.65007738,0.9331255046,6098,87.04624363,0.6652135032,331.419,0.6808399155,2.781247997,1
2659,6971,158.5816408,57.01614373,0.9331304014,7120,94.21121412,0.6948763955,357.023,0.6872465318,2.781346307,1
2660,6613,153.8703797,55.32225805,0.9331304208,6766,91.76019349,0.5304403626,347.928,0.6864827449,2.781346697,1
2661,5714,143.7337487,51.67733945,0.9331315305,5856,85.29531499,0.5255219351,324.283,0.682812929,2.781368976,1
2662,4765,132.9064021,47.78343727,0.9331346908,4923,77.89086231,0.761668798,305.111,0.6432162954,2.781432432,1
2663,4814,131.1481121,47.15120501,0.9331349246,4918,78.29032615,0.5828087167,292.492,0.7071116064,2.781437125,1
2664,5046,134.2858934,48.27896933,0.9331359311,5151,80.15464268,0.7729779412,299.999,0.7045592095,2.781457336,1
2665,6744,156.4771132,56.25635605,0.9331381078,6930,92.66459674,0.4891919338,353.869,0.6767720088,2.781501045,1
2666,6272,150.0972491,53.96222178,0.9331392824,6482,89.36307081,0.7705159705,344.998,0.6621902148,2.781524631,1
2667,6368,150.8554966,54.2337875,0.9331419274,6527,90.04437473,0.7053610988,340.83,0.6888700283,2.781577749,1
2668,5134,135.7813303,48.81414929,0.9331429258,5251,80.8505524,0.5059124951,302.957,0.7029165118,2.7815978,1
2669,5926,146.9422989,52.8261806,0.9331439732,6101,86.86321167,0.5160222919,332.041,0.6754420352,2.781618835,1
2670,6461,153.2821425,55.10164359,0.9331533455,6605,90.69950771,0.5337904825,344.735,0.6831858273,2.781807084,1
2671,6929,158.431511,56.94770391,0.9331655687,7101,93.92697592,0.6331323099,357.404,0.681650265,2.782052658,1
2672,6372,152.1224055,54.67827866,0.9331697145,6510,90.07265056,0.8441971383,342.748,0.6816097162,2.782135964,1
2673,5750,143.8410911,51.70134486,0.9331706002,5880,85.56358678,0.5072335921,325.51,0.6819445117,2.782153762,1
2674,6157,148.4343269,53.34989864,0.9331768543,6272,88.54002415,0.6238727328,334.032,0.6934303883,2.782279454,1
2675,5780,145.1061405,52.1499906,0.9331866736,5991,85.78650575,0.5325225723,328.906,0.6714197473,2.78247683,1
2676,6828,155.9409416,56.042159,0.9331910517,6955,93.23990354,0.5364972107,350.485,0.698496935,2.782564848,1
2677,5752,143.7021261,51.64192351,0.9331959876,5901,85.57846611,0.5245782034,327.816,0.6726179421,2.78266409,1
2678,6382,152.0320361,54.63507808,0.9331968672,6528,90.14330133,0.6129466001,341.706,0.6868492916,2.782681776,1
2679,6962,159.2041113,57.2122789,0.9331973413,7205,94.15037817,0.5271846131,362.615,0.6653533571,2.78269131,1
2680,5239,137.1411319,49.28351919,0.9331976555,5396,81.67314109,0.4992376596,313.609,0.6693930935,2.782697627,1
2681,5722,143.8393311,51.68924829,0.9332012946,5827,85.35500381,0.5015778401,322.549,0.6911404603,2.782770805,1
2682,6050,148.4048846,53.32820715,0.9332056832,6234,87.76730169,0.7120998117,334.288,0.680336333,2.782859063,1
2683,5583,141.6559867,50.89904691,0.9332165375,5711,84.31189939,0.5427238262,317.948,0.6940093107,2.783077391,1
2684,6657,154.9366806,55.66666133,0.9332273003,6842,92.06495343,0.7669354839,352.78,0.6721721418,2.783293931,1
2685,5776,145.0406597,52.11095604,0.9332278268,5935,85.7568167,0.7164475316,327.556,0.6764970865,2.783304525,1
2686,4809,131.5171965,47.25165734,0.9332293464,4891,78.24965796,0.4924731183,294.359,0.6974450614,2.783335102,1
2687,6207,150.0661611,53.91546872,0.9332305856,6367,88.89880682,0.7957692308,340.3,0.6735466977,2.783360039,1
2688,5880,146.2622347,52.5477941,0.9332332377,6039,86.52542125,0.8110344828,333.081,0.666020306,2.783413409,1
2689,5779,145.1263188,52.13046101,0.9332577231,5936,85.77908445,0.5249818314,327.781,0.6759195482,2.7839063,1
2690,5342,138.8083354,49.85755932,0.9332672466,5474,82.47209012,0.7973134328,308.551,0.7051148012,2.784098084,1
2691,4941,133.5916494,47.98373383,0.9332674825,5079,79.31630722,0.4968825422,302.618,0.678008603,2.784102834,1
2692,6889,156.797138,56.31741846,0.9332707036,7105,93.65547087,0.5018210956,372.83,0.6227938955,2.784167711,1
2693,6154,148.9483896,53.49751907,0.9332728607,6380,88.51845095,0.559556283,338.97,0.6730461266,2.784211159,1
2694,5854,146.0689383,52.46278615,0.9332742458,6057,86.33391162,0.542037037,331.32,0.6701426779,2.784239058,1
2695,6314,151.187451,54.29990598,0.9332774748,6441,89.66177829,0.4882462109,341.993,0.6783908909,2.784304103,1
2696,6810,156.9069861,56.35362847,0.9332786614,7071,93.11692274,0.497080292,369.713,0.6260766872,2.784328008,1
2697,6447,152.2268064,54.67215369,0.933280112,6683,90.60118843,0.489298725,360.757,0.6224980578,2.784357231,1
2698,6984,159.6314805,57.33116749,0.9332810036,7287,94.29901898,0.4878116924,373.626,0.628694866,2.784375193,1
2699,5693,143.5414046,51.54877806,0.9332908875,5820,85.13843273,0.535056391,322.505,0.6878252956,2.784574339,1
2700,6623,153.9397056,55.28267987,0.9332917616,6815,91.82954592,0.5851223606,350.267,0.6783692816,2.784591954,1
2701,6768,156.4993122,56.20057094,0.9332949884,7009,92.82933393,0.5465116279,358.877,0.6603572685,2.78465698,1
2702,5603,102.5307289,73.76704047,0.6945310266,5750,84.46277979,0.6288439955,291.651,0.827758305,1.389926019,0
2703,6345,152.0150436,54.58993393,0.9332957184,6535,89.88161609,0.4806818182,345.037,0.6697460367,2.784671691,1
2704,6267,150.3963599,54.00526065,0.9333043905,6406,89.32744386,0.5926241135,338.995,0.6853035372,2.784846477,1
2705,6059,148.2733225,53.24275318,0.9333047901,6238,87.83255889,0.5702051572,337.994,0.666488768,2.784854533,1
2706,4964,134.2567618,48.20934073,0.9333055729,5099,79.50069874,0.6911723754,305.707,0.6674686471,2.784870312,1
2707,6327,150.990783,54.21812792,0.9333058732,6479,89.75403389,0.5827576679,341.798,0.680563517,2.784876365,1
2708,5760,144.9811595,52.0600308,0.933306264,5956,85.63795758,0.4851752022,328.099,0.6723919944,2.784884243,1
2709,5756,144.4412711,51.8652494,0.933308708,5906,85.60821701,0.5277828718,327.749,0.6733609063,2.784933511,1
2710,5644,143.9626952,51.69265255,0.9333107182,5881,84.77124507,0.6241981862,326.2,0.666544203,2.784974035,1
2711,6140,148.5720748,53.34384244,0.9333208143,6325,88.4177064,0.6597893832,344.237,0.6511231532,2.785177596,1
2712,6445,153.1565443,54.98978485,0.9333210195,6635,90.58713411,0.4860482655,349.867,0.661647725,2.785181734,1
2713,7155,161.0498317,57.82341248,0.9333219796,7320,95.44647161,0.5556849953,363.608,0.6800684735,2.785201094,1
2714,5474,140.5626184,50.46753109,0.9333223683,5639,83.48480861,0.4924876293,318.192,0.6794165854,2.785208932,1
2715,6412,152.1992659,54.64317635,0.9333283604,6563,90.35492217,0.7582781457,346.611,0.6706851571,2.785329773,1
2716,5536,141.8148926,50.9146437,0.9333291586,5647,83.95626314,0.492001422,318.737,0.6847641008,2.785345871,1
2717,6888,157.4645844,56.53228172,0.9333314626,7130,93.64867316,0.6122666667,377.584,0.6071218129,2.785392339,1
2718,5049,135.3061282,48.57534407,0.9333362972,5224,80.17846632,0.5752535035,310.512,0.6580493397,2.785489857,1
2719,6400,152.3158518,54.67890961,0.933343825,6639,90.27033337,0.5180508337,362.26,0.6128427778,2.785641719,1
2720,6462,152.7501962,54.83225881,0.9333503046,6615,90.70652644,0.4916311625,344.829,0.682919089,2.785772455,1
2721,5322,138.9341934,49.87261659,0.9333507337,5502,82.31756105,0.4820652174,317.076,0.6652088104,2.785781115,1
2722,6359,151.0026872,54.20374373,0.9333534048,6460,89.98072163,0.5060480662,340.72,0.6883406774,2.785835014,1
2723,5985,146.8187635,52.70169569,0.9333539072,6120,87.29455123,0.7643678161,332.304,0.6810874546,2.785845153,1
2724,5087,135.6619733,48.69671313,0.9333543866,5229,80.47962204,0.5255165289,303.492,0.6940281827,2.785854826,1
2725,5046,135.1814264,48.5240445,0.9333548797,5178,80.15464268,0.4930623412,304.09,0.6857294997,2.785864778,1
2726,5435,139.8013724,50.18223204,0.9333553336,5544,83.18687953,0.4978017952,314.942,0.6885702427,2.785873937,1
2727,5605,142.4606151,51.13573673,0.9333581426,5762,84.477853,0.7850140056,319.509,0.6899526531,2.785930627,1
2728,5382,139.314949,50.00601557,0.9333597862,5537,82.78028286,0.7358490566,314.291,0.6846831939,2.785963797,1
2729,4809,132.4451235,47.53841591,0.9333648073,4955,78.24965796,0.4816706731,301.387,0.6652970687,2.786065142,1
2730,5982,147.7583658,53.0339928,0.933366869,6292,87.27267016,0.4962667994,345.597,0.6293849373,2.786106758,1
2731,7217,161.3781519,57.91936937,0.9333742289,7395,95.8591143,0.5766219239,365.426,0.6791530902,2.786255335,1
2732,6424,151.9119051,54.52186946,0.9333742792,6606,90.43943186,0.4774433296,350.909,0.6555810361,2.786256352,1
2733,5171,136.0840805,48.83970184,0.9333784888,5312,81.14136852,0.5605420054,304.244,0.7020052455,2.786341344,1
2734,6545,153.3756015,55.04537762,0.9333788398,6787,91.28719965,0.8178183181,351.349,0.6662574393,2.786348431,1
2735,5787,146.0929239,52.43165723,0.9333788946,6016,85.83843688,0.4800895968,333.814,0.6526107942,2.786349538,1
2736,5977,146.7671309,52.67355241,0.933379085,6097,87.2361895,0.7021851504,331.086,0.6851907414,2.786353382,1
2737,5664,142.9381592,51.29746335,0.9333842004,5794,84.92130935,0.7688339894,325.191,0.6730635528,2.786456675,1
2738,6889,158.0605707,56.72302018,0.9333879826,7143,93.65547087,0.5146421635,359.829,0.6686113197,2.786533054,1
2739,6076,148.310974,53.223456,0.933389894,6247,87.9556904,0.675862069,336.687,0.6735578986,2.786571657,1
2740,5525,140.8860037,50.55645742,0.9333965654,5651,83.87281136,0.5979437229,316.053,0.6950600261,2.786706405,1
2741,5874,146.1608865,52.44791912,0.9334002789,6077,86.48126436,0.6083264292,329.186,0.6811787522,2.78678142,1
2742,6455,151.8136981,54.47602617,0.9334011154,6602,90.65738393,0.5488945578,343.28,0.6883496685,2.786798317,1
2743,5574,142.176002,51.01580935,0.9334061901,5733,84.24391505,0.5185116279,317.75,0.6937543351,2.786900841,1
2744,6634,155.196784,55.6875947,0.9334070607,6843,91.90577316,0.4954443615,354.953,0.6616733286,2.78691843,1
2745,6053,147.5657491,52.94618343,0.9334155242,6201,87.78905948,0.6048161471,333.635,0.6833407655,2.787089446,1
2746,6339,152.2688564,54.63209916,0.9334194274,6595,89.83910882,0.5335858586,343.486,0.6751690638,2.787168327,1
2747,5398,140.0633898,50.25258333,0.9334203935,5527,82.90323916,0.489658926,317.183,0.6742530805,2.787187852,1
2748,6192,150.0621015,53.83929437,0.933422116,6380,88.79132424,0.5373134328,334.282,0.6963295537,2.787222664,1
2749,6106,147.9906337,53.09489691,0.9334252224,6261,88.17256183,0.5076488194,330.389,0.7029355457,2.787285452,1
2750,6571,154.1064821,55.28508715,0.9334352109,6722,91.46833905,0.7252759382,347.032,0.6856496914,2.787487368,1
2751,5841,145.4179066,52.16801376,0.9334354263,6017,86.23799731,0.7293956044,333.635,0.6594074692,2.787491723,1
2752,5611,142.9825181,51.28971837,0.9334478193,5781,84.52305653,0.4701692643,324.354,0.6702111003,2.787742313,1
2753,7117,159.9600304,57.37952382,0.933448426,7337,95.19267745,0.5439883819,375.964,0.632723998,2.787754582,1
2754,6777,157.3951038,56.45792842,0.9334521526,7019,92.89103506,0.4872735116,358.27,0.6634779013,2.78782995,1
2755,6040,148.0927643,53.1197244,0.9334558808,6200,87.69473673,0.801061008,333.717,0.681538103,2.787905357,1
2756,6142,106.0765982,76.15546318,0.6961163621,6246,88.4321055,0.6266707479,296.654,0.8770397128,1.39289545,0
2757,5672,143.129852,51.33889189,0.9334576915,5804,84.98126086,0.5338855422,322.638,0.6847232149,2.787941982,1
2758,6506,154.2304783,55.32051061,0.9334577847,6677,91.01481461,0.6237775647,349.729,0.6684372299,2.787943867,1
2759,5076,135.6913304,48.66953584,0.9334612346,5214,80.3925614,0.4961876833,305.595,0.6830287572,2.788013654,1
2760,5874,145.7093125,52.26252846,0.933461868,6022,86.48126436,0.6894366197,329.5,0.6798810999,2.788026466,1
2761,5248,139.1641532,49.9142141,0.9334638518,5520,81.74326352,0.4944413039,320.016,0.6439620962,2.7880666,1
2762,5870,104.1941089,74.62694048,0.697864365,6080,86.45181391,0.6352813853,294.365,0.8512862585,1.39619966,0
2763,6483,109.4797778,77.94905791,0.7021845016,6628,90.85379446,0.794290615,307.897,0.8593596752,1.404504182,0
2764,5857,145.4792002,52.17868127,0.9334653313,6022,86.35603056,0.7086509377,331.642,0.6691847526,2.788096531,1
2765,6261,150.5165717,53.98491056,0.9334666405,6406,89.28467276,0.5030531898,339.975,0.680706038,2.788123018,1
2766,6757,156.0203228,55.95778606,0.9334694064,6916,92.75386571,0.6634917518,352.491,0.6833885803,2.788178979,1
2767,5189,138.0559551,49.51473832,0.933469409,5357,81.28247042,0.5573576799,315.251,0.6561159402,2.788179031,1
2768,6189,149.994388,53.79498578,0.9334733931,6333,88.76981211,0.4870543795,337.916,0.6811030661,2.788259646,1
2769,6339,150.846781,54.09977114,0.9334757428,6470,89.83910882,0.5375678426,340.914,0.6853950176,2.788307192,1
2770,5438,140.1002876,50.24536844,0.9334764956,5587,83.20983502,0.6913297737,316.59,0.6817963652,2.788322426,1
2771,5809,145.1688531,52.06233536,0.9334786557,6014,86.00144484,0.5286676374,333.802,0.6551388765,2.788366141,1
2772,6179,149.4776359,53.60460256,0.9334863772,6366,88.69806732,0.4883040936,345.401,0.6508499533,2.788522418,1
2773,5844,145.7689238,52.27152974,0.9334944966,5958,86.26014085,0.4819793814,329.563,0.6761501927,2.788686776,1
2774,5841,146.3205313,52.46780472,0.9334985052,6068,86.23799731,0.6993534483,332.27,0.6648364278,2.788767933,1
2775,5830,146.7094207,52.60672454,0.9334998893,6109,86.15675566,0.6530017921,338.39,0.6397987363,2.788795957,1
2776,6100,148.7561014,53.3388505,0.9335044548,6259,88.12923024,0.7280105024,337.373,0.673471238,2.7888884,1
2777,3873,118.6896733,42.55631397,0.9335100976,3987,70.22290764,0.4965384615,268.981,0.6726887325,2.789002669,1
2778,5239,137.924163,49.45151059,0.9335138598,5370,81.67314109,0.4961174242,308.416,0.6921248811,2.789078865,1
2779,5976,147.5714787,52.9102888,0.9335143361,6165,87.22889154,0.4868035191,333.567,0.6749231033,2.789088513,1
2780,5259,138.9031428,49.80225729,0.9335145731,5424,81.82888711,0.6132229478,314.093,0.6698792409,2.789093313,1
2781,7226,161.6849712,57.96994794,0.933515746,7458,95.9188665,0.493579235,368.16,0.6699380096,2.789117068,1
2782,6471,152.9223585,54.82592618,0.9335215377,6620,90.76967056,0.5290222368,345.62,0.6807435453,2.789234385,1
2783,6390,151.6096679,54.35444973,0.9335236881,6520,90.1997821,0.6571369807,339.573,0.6963770007,2.789277946,1
2784,4642,130.3494655,46.73180213,0.9335252519,4826,76.87898261,0.5201120448,297.414,0.6594656578,2.789309626,1
2785,5632,143.2859529,51.36737368,0.9335314428,5823,84.68107885,0.5220615499,323.836,0.6748733166,2.789435057,1
2786,5612,142.5575037,51.10611683,0.933531742,5761,84.5305881,0.5606393606,326.292,0.6623913836,2.789441118,1
2787,6058,148.060183,53.07766789,0.9335346743,6217,87.82531049,0.5939215686,336.729,0.6713949833,2.789500535,1
2788,5888,145.731683,52.2395025,0.9335437073,5968,86.58426208,0.5006802721,326.083,0.6958591617,2.789683593,1
2789,5442,140.3428394,50.30553003,0.9335499131,5601,83.2404325,0.7017408124,320.717,0.6648511737,2.789809378,1
2790,4469,126.4341904,45.31940279,0.9335517588,4571,75.43280139,0.6987179487,283.873,0.6969025342,2.789846791,1
2791,6087,148.1725646,53.11111862,0.9335523912,6198,88.03527196,0.5202564103,330.958,0.6983407724,2.78985961,1
2792,5787,145.0935604,52.00622913,0.9335556942,5940,85.83843688,0.6262987013,329.691,0.6690355001,2.789926568,1
2793,6222,150.1897687,53.8274829,0.9335694781,6373,89.0061596,0.4918577075,344.036,0.6605901468,2.790206054,1
2794,5624,143.1325353,51.29808601,0.9335697714,5757,84.62091467,0.6367753623,324.762,0.6700770774,2.790212002,1
2795,6031,105.3138823,74.97375292,0.7022731469,6111,87.62937689,0.6357790428,291.412,0.892450895,1.40467668,0
2796,6036,147.4104944,52.83021445,0.9335725677,6178,87.66569393,0.5402792696,330.42,0.6947466181,2.790268711,1
2797,5619,142.7049938,51.14329011,0.9335739864,5738,84.58329032,0.5091518666,320.902,0.6856840519,2.790297485,1
2798,5187,136.8648133,49.0486428,0.9335785185,5282,81.26680453,0.498989899,304.844,0.7014081516,2.790389407,1
2799,6590,154.3267749,55.3043642,0.9335839228,6810,91.60048362,0.4921583271,351.248,0.6712241267,2.790499034,1
2800,5307,138.2806525,49.55407787,0.9335839687,5436,82.20147361,0.6814329738,311.529,0.6871665166,2.790499964,1
2801,5875,145.2423624,52.0473482,0.9335879834,6013,86.48862541,0.5362358525,328.552,0.6839266148,2.790581411,1
2802,4702,130.2528434,46.67228536,0.9335985763,4801,77.37423563,0.5427054478,290.21,0.7015647218,2.790796346,1
2803,6743,155.9229742,55.87005366,0.9335994871,6877,92.65772634,0.5012637526,351.729,0.6849307575,2.790814829,1
2804,6796,156.9458811,56.23308927,0.933608023,6985,93.02115859,0.5127508677,359.938,0.6591857887,2.790988067,1
2805,5482,141.7017658,50.76946349,0.9336126798,5693,83.54579094,0.5679651886,327.21,0.6434217825,2.791082593,1
2806,3749,116.6749953,41.80225515,0.9336143868,3886,69.0896161,0.4675146527,267.354,0.6591009417,2.791117246,1
2807,5875,146.1959319,52.37853092,0.9336156197,6047,86.48862541,0.5999795752,330.12,0.6774450318,2.791142274,1
2808,5740,144.3243172,51.70783753,0.9336159874,5873,85.48915128,0.4878463369,324.991,0.6829345556,2.791149738,1
2809,6458,152.6070165,54.67441334,0.9336182776,6599,90.67844827,0.5108368929,342.224,0.6929261934,2.791196232,1
2810,7162,161.0011977,57.67446285,0.9336357428,7422,95.49314959,0.6507950931,368.46,0.6629236077,2.791550884,1
2811,5009,134.9587113,48.34471607,0.9336377556,5175,79.86023341,0.5386021505,305.84,0.6729337739,2.791591765,1
2812,5540,141.0520706,50.52737056,0.9336380275,5658,83.98658868,0.5682051282,316.195,0.6963212235,2.791597287,1
2813,5637,143.2190256,51.30356397,0.9336381577,5766,84.71865977,0.4883056133,324.71,0.6718411048,2.791599931,1
2814,6520,153.9395236,55.14170676,0.9336434598,6703,91.11268755,0.4907052006,350.311,0.6676516251,2.791707631,1
2815,5841,145.8084,52.22679855,0.9336495371,5976,86.23799731,0.81125,326.861,0.6870223413,2.791831092,1
2816,5809,145.2282646,52.01796926,0.9336522627,5927,86.00144484,0.4909567275,326.95,0.682886547,2.79188647,1
2817,5431,140.5936282,50.3567412,0.9336555112,5545,83.15626235,0.5370846519,315.814,0.6842690708,2.791952474,1
2818,5932,146.5337563,52.48421741,0.9336558072,6076,86.9071745,0.4916701202,332.697,0.6734622188,2.791958489,1
2819,6282,149.9340989,53.70183172,0.9336565531,6393,89.43428213,0.5181030928,335.103,0.7029932651,2.791973645,1
2820,5771,144.8661572,51.87860398,0.9336778558,5928,85.71969093,0.7129972819,326.547,0.6800949372,2.79240662,1
2821,6812,157.0902411,56.25616454,0.9336779912,6988,93.13059529,0.6265636497,355.444,0.6775512145,2.792409371,1
2822,4953,133.960509,47.97163566,0.9336821581,5135,79.41256491,0.6019688867,306.84,0.6610803432,2.792494089,1
2823,6518,153.9437363,55.1248536,0.9336892137,6701,91.09871213,0.5328646174,348.473,0.6745062089,2.792637553,1
2824,6026,147.9903648,52.99098476,0.9336945502,6182,87.5930448,0.6421568627,335.231,0.6738304711,2.792746078,1
2825,7057,159.8306416,57.22588849,0.9337059472,7285,94.79056634,0.4902056127,371.591,0.6422433379,2.792977896,1
2826,5939,147.2415267,52.71792999,0.9337073584,6098,86.95843637,0.4900165017,330.745,0.6822391134,2.793006605,1
2827,5542,141.5270002,50.6710249,0.9337097768,5682,84.00174734,0.5701646091,318.038,0.6885228505,2.793055804,1
2828,6136,148.6121082,53.20725249,0.9337109618,6301,88.38890115,0.6044129236,338.797,0.6717630358,2.793079914,1
2829,6573,154.2962511,55.24208371,0.9337115817,6775,91.48225799,0.4995440036,352.271,0.6656098065,2.793092525,1
2830,6085,106.2966377,75.24196357,0.7063638308,6174,88.02080794,0.6260288066,294.612,0.8809871663,1.412730778,0
2831,4439,126.5019477,45.2907049,0.9337124699,4634,75.1791882,0.665617034,290.233,0.6622186798,2.793110596,1
2832,5893,145.7729662,52.18713046,0.9337205113,6024,86.62101729,0.6475824176,327.275,0.6913860969,2.793274222,1
2833,6563,154.9496741,55.47136369,0.9337231191,6800,91.41264208,0.6257627765,370.421,0.6010644863,2.793327291,1
2834,5861,145.490505,52.08410337,0.933725532,5960,86.38551367,0.5026586621,326.347,0.69154801,2.793376396,1
2835,6139,149.6821562,53.5838738,0.9337275748,6295,88.41050597,0.4862189134,340.167,0.6666887667,2.793417974,1
2836,5250,137.885051,49.36008028,0.9337292825,5398,81.75883811,0.4973474801,311.997,0.6777481351,2.79345273,1
2837,6372,152.3437842,54.53510018,0.9337315885,6584,90.07265056,0.4809056604,346.211,0.6680422135,2.793499667,1
2838,6197,149.7535676,53.60673104,0.9337345048,6378,88.82716622,0.7026077098,339.027,0.6775210406,2.79355903,1
2839,6275,151.7808318,54.33120806,0.9337375743,6551,89.38444016,0.4913475844,348.201,0.6503745915,2.793621516,1
2840,5567,142.7268703,51.08845295,0.9337424478,5740,84.19100038,0.7539274106,323.495,0.6684915782,2.793720734,1
2841,7439,163.6298048,58.56581116,0.9337535869,7672,97.32229433,0.5055385661,381.513,0.6422524071,2.793947554,1
2842,6626,155.5157054,55.66124672,0.9337545584,6836,91.85034144,0.7053438365,357.048,0.6531427134,2.79396734,1
2843,6739,155.775648,55.7541159,0.9337549716,6914,92.63023962,0.5769691781,352.054,0.6832611919,2.793975755,1
2844,5366,139.4589089,49.91340726,0.9337569973,5491,82.65714365,0.5039917348,316.553,0.6729265521,2.79401701,1
2845,6596,155.0178343,55.48136244,0.9337587352,6735,91.6421739,0.8241909284,348.189,0.683691873,2.794052407,1
2846,5541,141.8688462,50.77312024,0.9337646213,5710,83.99416835,0.5780907668,325.978,0.6552717309,2.7941723,1
2847,7210,161.9594715,57.96278713,0.9337658556,7421,95.81261461,0.5746851586,365.832,0.6769892087,2.794197442,1
2848,6011,147.860088,52.91680877,0.9337659263,6130,87.48395798,0.4898142112,330.631,0.6909863221,2.794198883,1
2849,6646,155.724394,55.73012422,0.933768871,6839,91.9888581,0.5658578118,351.21,0.6770744955,2.794258872,1
